Mã khách hàng,Tài khoản,Trạng thái xác minh,Pause date,Mã đơn vị tiền tệ,Spend (last 7 days),Spend(last 7 days) (Converted currency),Hồ sơ thanh toán,Người quản lý trực tiếp,Mã khách hàng của người quản lý trực tiếp,Ad disclosure name,Ad disclosure country,Verification type
788-102-7349,Ads_Agency,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,MCC_HDG_00,938-408-2127, --, --, --
367-817-0705,Ads_Agency,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,MCC_HDG_JP_03,874-038-3513, --, --, --
170-730-2480,Account_17_14:47,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,DUNT,311-153-3439, --, --, --
592-705-8794,Account_10_14:43,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,DUNT,311-153-3439, --, --, --
993-814-2511,Ads_Agency,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,MCC_HDG_00,938-408-2127, --, --, --
639-887-5395,Account_11_14:43,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,DUNT,311-153-3439, --, --, --
277-105-0998,Ads_Agency,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,MCC_HDG_00,938-408-2127, --, --, --
921-595-5482,Account_8_14:41,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,DUNT,311-153-3439, --, --, --
257-887-4250,Account_15_14:46,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,DUNT,311-153-3439, --, --, --
200-993-0427,Ads_Agency,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,MCC_HDG_JP_06,801-921-1223, --, --, --
566-587-2395,Ads_Agency,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,MCC_HDG_JP_06,801-921-1223, --, --, --
200-413-4235,JP_USD,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,MCC_HDG_00,938-408-2127, --, --, --
644-138-4635,Ads_Agency,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,MCC_HDG_JP_04,820-968-0033, --, --, --
612-829-7243,Ads_Agency,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,MCC_HDG_JP_09,770-155-8935, --, --, --
906-613-3825,Account_12_14:44,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,DUNT,311-153-3439, --, --, --
262-461-6847,JP_USD,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,MCC_HDG_00,938-408-2127, --, --, --
446-564-8894,Ads_Agency,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,MCC_HDG_00,938-408-2127, --, --, --
456-497-2980,Ads_Agency,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,MCC_HDG_00,938-408-2127, --, --, --
132-155-8819,JP_USD,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,MCC_HDG_JP_04,820-968-0033, --, --, --
382-926-0545,Ads_Agency,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,MCC_HDG_00,938-408-2127, --, --, --
515-918-0250,Ads_Agency,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,MCC_HDG_00,938-408-2127, --, --, --
214-249-6831,Ads_Agency,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,MCC_HDG_JP_03,874-038-3513, --, --, --
116-306-2243,Account_16_14:46,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,DUNT,311-153-3439, --, --, --
261-493-6649,Ads_Agency,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,MCC_HDG_00,938-408-2127, --, --, --
860-756-5546,Ads_Agency,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,MCC_HDG_00,938-408-2127, --, --, --
630-758-5982,Ads_Agency,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,MCC_HDG_JP_04,820-968-0033, --, --, --
977-173-7994,Account_14_14:45,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,DUNT,311-153-3439, --, --, --
190-818-8190,JP_USD,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,MCC_HDG_00,938-408-2127, --, --, --
156-972-1027,Ads_Agency,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,MCC_HDG_JP_09,770-155-8935, --, --, --
172-685-7684,JP_USD,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,MCC_HDG_00,938-408-2127, --, --, --
166-295-7647,JP_USD,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,MCC_HDG_00,938-408-2127, --, --, --
161-264-1642,Account_20_14:49,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,DUNT,311-153-3439, --, --, --
641-665-9295,Ads_Agency,Chưa bắt đầu – việc cần làm,"26 thg 11, 2024",USD,"0,00","US$0,00",SOCIALFI JOINT STOCK COMPANY,MCC_HDG_00,938-408-2127, --, --, --
